2020-11-18T20:01:48.040Z,175415
2020-11-18T20:01:50.221Z,175415
2020-11-18T20:01:53.611Z,175417
2020-11-18T20:02:21.146Z,175441
2020-11-18T20:02:22.004Z,175442
2020-11-18T20:02:23.027Z,175442
2020-11-18T20:02:23.989Z,175443
2020-11-18T20:02:24.997Z,175444
2020-11-18T20:02:26.072Z,175446
2020-11-18T20:02:27.005Z,175448
2020-11-18T20:02:28.045Z,175449
2020-11-18T20:02:28.999Z,175449
2020-11-18T20:02:30.014Z,175449
2020-11-18T20:02:31.019Z,175449
2020-11-18T20:02:32.021Z,175451
2020-11-18T20:02:33.043Z,175452
2020-11-18T20:02:34.014Z,175454
2020-11-18T20:02:35.006Z,175455
2020-11-18T20:02:36.068Z,175455
2020-11-18T20:03:30.062Z,175498
2020-11-18T20:03:31.079Z,175498
2020-11-18T20:03:32.016Z,175499
2020-11-18T20:03:33.123Z,175499
2020-11-18T20:03:34.045Z,175499
2020-11-18T20:03:35.069Z,175499
2020-11-18T20:03:36.093Z,175499
2020-11-18T20:03:37.119Z,175500
2020-11-18T20:03:38.141Z,175501
2020-11-18T20:03:39.165Z,175502
2020-11-18T20:03:40.050Z,175502
2020-11-18T20:03:41.110Z,175503
2020-11-18T20:03:42.005Z,175504
2020-11-18T20:03:43.159Z,175504
2020-11-18T20:03:44.080Z,175504
2020-11-18T20:03:45.104Z,175506
2020-11-18T20:03:46.129Z,175508
2020-11-18T20:03:47.050Z,175508
2020-11-18T20:03:48.022Z,175508
2020-11-18T20:03:49.098Z,175508
2020-11-18T20:03:50.052Z,175508
2020-11-18T20:03:51.146Z,175511
2020-11-18T20:03:52.067Z,175512
2020-11-18T20:03:53.091Z,175512
2020-11-18T20:03:54.115Z,175513
2020-11-18T20:03:55.139Z,175513
2020-11-18T20:03:56.164Z,175513
2020-11-18T20:03:57.085Z,175513
2020-11-18T20:03:58.109Z,175515
2020-11-18T20:03:59.133Z,175515
2020-11-18T20:04:00.069Z,175515
2020-11-18T20:04:01.078Z,175515
2020-11-18T20:04:02.102Z,175515
2020-11-18T20:04:03.126Z,175515
2020-11-18T20:04:04.048Z,175516
2020-11-18T20:04:05.077Z,175517
2020-11-18T20:04:06.199Z,175517
2020-11-18T20:04:07.050Z,175518
2020-11-18T20:04:08.052Z,175519
2020-11-18T20:04:09.041Z,175520
2020-11-18T20:04:10.055Z,175522
2020-11-18T20:04:11.114Z,175523
2020-11-18T20:04:12.043Z,175524
2020-11-18T20:04:13.060Z,175524
2020-11-18T20:04:14.083Z,175525
2020-11-18T20:04:15.107Z,175526
2020-11-18T20:04:16.131Z,175527
2020-11-18T20:04:17.155Z,175530
2020-11-18T20:04:18.077Z,175532
2020-11-18T20:04:19.101Z,175532
2020-11-18T20:04:20.126Z,175533
2020-11-18T20:04:21.063Z,175534
2020-11-18T20:04:22.071Z,175535
2020-11-18T20:04:23.094Z,175536
2020-11-18T20:04:24.090Z,175537
2020-11-18T20:04:25.067Z,175537
2020-11-18T20:04:26.167Z,175537
2020-11-18T20:04:27.087Z,175538
2020-11-18T20:04:28.112Z,175538
2020-11-18T20:04:29.053Z,175541
2020-11-18T20:04:30.067Z,175542
2020-11-18T20:04:31.082Z,175542
2020-11-18T20:04:32.208Z,175543
2020-11-18T20:04:33.130Z,175543
2020-11-18T20:04:34.154Z,175545
2020-11-18T20:04:35.075Z,175545
2020-11-18T20:04:36.115Z,175546
2020-11-18T20:04:37.123Z,175546
2020-11-18T20:04:38.147Z,175547
2020-11-18T20:04:39.171Z,175547
2020-11-18T20:04:40.074Z,175548
2020-11-18T20:04:41.117Z,175548
2020-11-18T20:04:42.141Z,175549
2020-11-18T20:04:43.165Z,175549
2020-11-18T20:04:44.080Z,175549
2020-11-18T20:04:45.110Z,175549
2020-11-18T20:04:46.135Z,175549
2020-11-18T20:04:47.158Z,175549
2020-11-18T20:04:48.334Z,175550
2020-11-18T20:04:49.435Z,175550
2020-11-18T20:04:50.655Z,175551
2020-11-18T20:04:51.152Z,175551
2020-11-18T20:04:52.176Z,175552
2020-11-18T20:04:53.098Z,175552
2020-11-18T20:04:54.226Z,175552
2020-11-18T20:04:55.145Z,175555
2020-11-18T20:04:56.170Z,175557
2020-11-18T20:04:57.194Z,175557
2020-11-18T20:04:58.218Z,175557
2020-11-18T20:04:59.139Z,175558
2020-11-18T20:05:00.163Z,175559
2020-11-18T20:05:01.188Z,175559
2020-11-18T20:05:02.211Z,175560
2020-11-18T20:05:03.133Z,175560
2020-11-18T20:05:04.157Z,175561
2020-11-18T20:05:05.080Z,175561
2020-11-18T20:05:06.205Z,175561
2020-11-18T20:05:07.229Z,175561
2020-11-18T20:05:08.151Z,175561
2020-11-18T20:05:09.175Z,175562
2020-11-18T20:05:10.199Z,175563
2020-11-18T20:05:11.085Z,175563
2020-11-18T20:05:12.144Z,175563
2020-11-18T20:05:14.192Z,175564
2020-11-18T20:05:15.114Z,175565
2020-11-18T20:05:16.139Z,175566
2020-11-18T20:05:17.162Z,175566
2020-11-18T20:05:18.186Z,175566
2020-11-18T20:05:18.188Z,175566
2020-11-18T20:05:19.113Z,175566
2020-11-18T20:05:20.237Z,175566
2020-11-18T20:06:41.652Z,175630
2020-11-18T20:07:41.752Z,175680
2020-11-18T20:08:41.650Z,175717
2020-11-18T20:09:41.704Z,175756
2020-11-18T20:10:41.771Z,175809
2020-11-18T20:11:41.880Z,175870
2020-11-18T20:12:41.887Z,175935
2020-11-18T20:13:41.996Z,175981
2020-11-18T20:14:42.004Z,176016
2020-11-18T20:15:42.008Z,176068
2020-11-18T20:16:42.120Z,176112
2020-11-18T20:17:42.124Z,176163
2020-11-18T20:18:42.130Z,176218
2020-11-18T20:19:42.137Z,176264
2020-11-18T20:20:42.143Z,176314
2020-11-18T20:21:42.150Z,176346
2020-11-18T20:22:42.157Z,176376
2020-11-18T20:23:42.164Z,176403
2020-11-18T20:24:42.170Z,176449
2020-11-18T20:25:42.382Z,176489
2020-11-18T20:26:42.286Z,176537
2020-11-18T20:27:42.292Z,176571
2020-11-18T20:28:42.401Z,176605
2020-11-18T20:29:42.408Z,176645
2020-11-18T20:30:42.619Z,176667
2020-11-18T20:31:42.421Z,176705
2020-11-18T20:32:42.446Z,176748
2020-11-18T20:33:42.435Z,176777
2020-11-18T20:34:42.544Z,176817
2020-11-18T20:35:42.553Z,176849
2020-11-18T20:36:42.557Z,176886
2020-11-18T20:37:42.564Z,176922
2020-11-18T20:38:42.570Z,176963
2020-11-18T20:39:42.576Z,176994
2020-11-18T20:40:42.686Z,177029
2020-11-18T20:41:42.795Z,177069
2020-11-18T20:42:42.801Z,177117
2020-11-18T20:43:42.808Z,177149
2020-11-18T20:44:42.815Z,177179
2020-11-18T20:45:42.923Z,177215
2020-11-18T20:46:42.930Z,177248
2020-11-18T20:47:43.044Z,177283
2020-11-18T20:48:48.168Z,177328
2020-11-18T20:49:43.051Z,177363
2020-11-18T20:50:43.057Z,177392
2020-11-18T20:51:43.166Z,177427
2020-11-18T20:52:43.172Z,177453
2020-11-18T20:53:43.281Z,177485
2020-11-18T20:54:43.287Z,177515
2020-11-18T20:55:43.396Z,177545
2020-11-18T20:56:43.403Z,177568
2020-11-18T20:57:43.306Z,177595
2020-11-18T20:58:43.313Z,177623
2020-11-18T20:59:43.422Z,177661
2020-11-18T21:00:43.735Z,177696
2020-11-18T21:01:43.435Z,177720
2020-11-18T21:02:43.442Z,177743
2020-11-18T21:03:43.448Z,177774
2020-11-18T21:04:43.454Z,177798
2020-11-18T21:05:43.461Z,177837
2020-11-18T21:06:43.364Z,177871
2020-11-18T21:07:43.475Z,177902
2020-11-18T21:08:43.377Z,177942
2020-11-18T21:09:43.384Z,177980
2020-11-18T21:10:43.390Z,178023
2020-11-18T21:11:43.500Z,178051
2020-11-18T21:12:43.506Z,178084
2020-11-18T21:13:43.616Z,178118
2020-11-18T21:14:43.622Z,178139
2020-11-18T21:15:43.628Z,178174
